Top100Year,SongTitle,Artist,LyricsStatus,ReleaseYear,Genre,Lyrics,Label
2014,Maps,Maroon 5,True,2014,"Pop rock, Pop",miss taste sweeter life miss conversation searching song tonight changing stations like think drew map better place road took fall Oh baby run away darkest times darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Following following following hear voice sleep night Hard resist temptation something strange come cannot get No cannot get darkest times darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Oh oh oh ah Oh oh oh ah Ye ye ye ah Ah ah ah Oh Oh darkest times Oh Oh darkest night Oh Oh darkest times Oh Oh darkest night wonder worst knees said back wonder roads took came back following map leads map leads not nothing map leads Following following following map leads not nothing map leads Following following following,Negative
2014,Ain't It Fun,Paramore,True,2013,"Pop rock, Alternative rock, New wave, New jack swing, Funk rock, Alternative/Indie, Pop",not mind Letting easy give time not hurt wait wait not big fish pond no feeding going world not orbit around going world not orbit around not fun Living real world not good alone might one running things ring anybody's bell get want See easy ignore trouble living bubble going world not orbit around going nobody wants fool not fun Living real world not good alone not good not fun cannot count no one not good not fun cannot count no one not fun Living real world not go crying mama real world not go crying mama real world not go crying mama real world not go crying mama real world not fun not fun Baby one us not fun not fun not fun not fun Living real world not good (Are not good alone not fun living real world (Because world not orbit around not good (Are not good alone not go crying mama (Run mama real world (Do not go crying not go crying mama (To mama real world not go crying mama real world (This real world not go crying mama real world (This real world not go crying (This real world mama real world not go crying mama (Do not cry real world not go crying (Do not go not go crying not go crying (You not go crying (Do not go crying mama not go crying,Negative
2014,Not A Bad Thing,Justin Timberlake,True,2013,"R&B/Soul, Pop, UK R&B, Hip-Hop/Rap, UK Rap",Said want see tomorrow every tomorrow maybe let borrow heart much ask every Sunday? throw every day start know people make promises time turn right around break someone cuts heart open knife bleeding could guy heal time not stop believe baby worth not act like bad thing fall love might fuck around find dreams come true Spend time money find love free not act like bad thing fall love not bad thing fall love last voice hear tonight every night rest nights every morning want see staring back know good place start know people make promises time turn right around break someone cuts heart open knife bleeding not know could guy heal time not stop believe baby worth not act like bad thing fall love might fuck around find dreams come true Spend time money find love free not act like bad thing fall love not bad thing fall love Not bad thing fall love (Not bad thing fall love No not fill mind broken promises wasted time fall always land right arms arms mine not act like bad thing fall love might fuck around find dreams come true Spend time money find love free not act like bad thing fall love not bad thing fall love Not bad thing fall love,Positive
2014,Talk Dirty,Jason Derulo Featuring 2 Chainz,True,2013,"R&B/Soul, Pop","Haha get jazzy flight get international First class seat lap girl riding comfortable ha oh yeah know girl de need New York Haiti got lipstick stamps passport make hard leave around world not speak language booty not need explaining really need understand talk dirty talk dirty Talk dirty talk dirty Get jazzy know words songs no tabla singles conversations not long know know girl de want London Taiwan got lipstick stamps passport think need new one around world not speak language booty not need explaining really need understand talk dirty talk dirty Talk dirty talk dirty Met friend Rio oh could manage three oh Oh yeah Chainz) Dos Cadenas close genius Sold arenas suck penis Gilbert Arenas guns deck Chest chest tongue neck International oral sex Every picture take pose threat Boat jet expect pussy good bought pet Anyway every day trona get Got saved phone ""Big Booty"" Anyway every day trona get Got saved phone ""Big Booty"" around world not speak language booty not need explaining really need understand talk dirty talk dirty yeah yeah Talk dirty talk Talk dirty oh yeah Oh get jazzy",Negative
2014,Birthday,Katy Perry,True,2013,"R&B/Soul, Pop",heard feeling nothing's going right not let stop clock ticking running time party night cover eyes surprise hope got healthy appetite want dance want know girl call Boy give taste Make like birthday everyday know like sweet cake Give something good celebrate make wish make like birthday everyday gift Give something good celebrate Pop confetti pop Pérignon hot heavy til dawn got spinning like disco ball night playing song living life right never going unsatisfied want dance want know girl call Boy give taste Make like birthday everyday know like sweet cake Give something good celebrate make make wish wish make like birthday everyday (I gift gift Give something good celebrate Happy birthday let get birthday suit time bring big balloons let get birthday suit time bring big big big big big big balloons Boy give taste Make like birthday everyday know like sweet cake Give something good celebrate Boy give taste Make like birthday everyday know like sweet cake Give something good celebrate make make wish wish make like birthday everyday (I gift gift Give something good celebrate Happy birthday,Positive
2014,Me And My Broken Heart,Rixton,True,2015,"R&B/Soul, Pop",need's little love life need's little love dark little hoping might kick start broken heart need little loving tonight Hold not falling apart little hoping might kick start broken heart Yeah Shotgun aimed heart got one Tear apart song call love tried run away eyes Tell stay oh call love seems like losing control Somebody tell not alone say need's little love life need's little love dark little hoping might kick start broken heart need little loving tonight Hold not falling apart little hoping might kick start broken heart Uh maybe part hates pick play call love One time tell need tonight make easy lie say love seems like losing control Somebody tell not alone say need's little love life need's little love dark little hoping might kick start broken heart need little loving tonight Hold not falling apart little hoping might kick start broken heart broken heart broken Yeah yeah yeah broken heart need's little love life need's little love dark little hoping might kick start broken heart need little loving tonight Hold not falling apart little hoping might kick start broken heart,Positive
2014,Counting Stars,OneRepublic,True,2013,"Pop rock, Dance-pop, Folk-pop, Pop","Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Yeah counting stars see life like swinging vine Swing heart across line face flashing signs Seek ye shall find Old not old Young not bold not think world sold told feel something right wrong thing feel something wrong right thing could not lie could not lie could not lie Everything kills makes feel alive Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Yeah yeah feel love feel burn river every turn Hope word Make money watch burn Old not old Young not bold not think world sold told feel something wrong right thing could not lie could not lie could not lie Everything drowns makes want fly Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Oh take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned Everything kills makes feel alive Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Lately losing sleep Dreaming things could baby praying hard Said ""No counting dollars counting stars Take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned Take money watch burn Sink river lessons learned",Negative
2014,Love Runs Out,OneRepublic,True,2013,"Pop rock, Pop","light match burning sun bright black making run feel alright feel alright work yeah work doubt 'Til love runs til love runs ghost game stadium 50 thousand clapping like one feel alright feel alright worked yeah worked doubt 'Til love runs til love runs got mind made man cannot let go killing every second til sees soul running running 'Til love runs til love runs start fire shut 'Til love runs til love runs maniac front Got angel shoulder Mestopheles mama raised good mama raised right Mama said ""Do want say prayers night saying devout 'Til love runs til love runs yeah got mind made man cannot let go killing every second til sees soul running running 'Til love runs til love runs start fire shut 'Til love runs til love runs oh want thing Oh-ooh-oh run something Run God fate love hate gold rust diamonds dust light match burning sun bright black making run got mind made man cannot let go killing every second til sees soul running running 'Til love runs til love runs start fire shut 'Til love runs til love runs light match burning sun bright black making run feel alright feel alright work yes work start fire shut 'Til love runs til love runs 'Til love runs",Positive
2014,Pompeii,Bastille,True,2013,"Alternative rock, Synth-pop, Alternative/Indie",Eh Eh Eh Eh Eh Eh Eh Eh left devices Many days fell away nothing show walls kept tumbling city love Grey clouds roll hills bringing darkness close eyes almost feel like nothing changed close eyes almost feel like going optimist going optimist caught lost vices pose dust settled around us walls kept tumbling city love Grey clouds roll hills bringing darkness close eyes almost feel like nothing changed close eyes almost feel like going optimist going optimist Eheu Eh Eh Eh Oh begin rubble sins Oh oh begin rubble sins walls kept tumbling city love Grey clouds roll hills bringing darkness close eyes almost feel like nothing changed close eyes almost feel like going optimist going optimist close eyes almost feel like nothing changed Eh Eh Eh Eh Eh Eh Eh Eh,Positive
2014,Play It Again,Luke Bryan,True,2013,"Alternative rock, Synth-pop, Alternative/Indie","sitting alone tailgate Tan legs swinging Georgia plate looking boyfriend Thinkin' ""No way not got one Soon sat falling love Tryin' pour little sugar Dixie cup Talkin' speakers back truck jumped cut like ""Oh God song listening radio night long Sittin' around waiting come like ""Come boy want dance 'Fore said word taking hand Spinnin' around til faded gave kiss said ""Play play play said ""Play play play would gave DJ last dime would played one time little later sitting drive truck walked door scanning like fool FM XM stopped real quick heard groove Man seen light like ""Oh God song listening radio night long cannot believe came back like ""Come boy want dance 'Fore said word taking hand Spinnin' headlights gave goodnight kiss said ""Play play play said ""Play play play next Friday night sitting stars seen smile broke guitar like ""Oh God song listening radio night long Sittin' around waiting come like ""Come boy want dance 'Fore said word taking hand Spinnin' headlights gave goodnight kiss said ""Play play play said ""Play play play Yeah play play play Somebody play play play",Positive
2014,Beachin',Jake Owen,True,2013,"Alternative rock, Synth-pop, Alternative/Indie","watching blonde hair sun burn stare Whitecaps rolling Laid back thrift store beach chair Dropping limes Corona Well looks back yeah throws kiss Like ""Honey sure want hundred three 92 Daytona sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' got margarita bar Whatever happens happens reggae band full dread heads sitting corner laughing Well baby walks drops 20 jar smiles shakes Yeah gets going gets playing little not worry happy sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' Ah yeah Lil' palm tree leaning got margarita hand little drinking Talking Sunshine blue eyes tan lines low tide Rolling white sand cold doozie hand summertime strolling Chillin' breezing sipping singing Beachin' saw beaching Sunshine blue eyes tan lines low tide palm tree leaning Rolling white sand cold doozie hand",Positive
2014,Kiss Me Kiss Me,5 Seconds Of Summer,True,2014,"Alternative rock, Synth-pop, Alternative/Indie",Whoa oh oh oh oh Whoa oh (Here teenage memories Whoa oh oh oh oh Whoa oh (Here teenage call wake Sunday? Late night think need getaway Headlights hold tight turn radio loud turn radio loud Let know go get Tell truth show dare Flashlights held tight town Never say goodbye kiss kiss kiss tell see not know let go kiss kiss kiss dying see Let us make tonight best lives yeah teenage memories Whoa oh oh oh oh Whoa oh (Here teenage memories Close eyes mine alright Take breath no rest til sunrise Heartbeat sweet lips touch mine not go home right never going stop dreaming loud know want know going get somehow Never say goodbye kiss kiss kiss tell see not know(Because not know let go kiss kiss kiss dying see Let us make tonight best lives yeah teenage memories teenage memories kiss kiss kiss tell see not know let go kiss kiss kiss dying see Let us make tonight best lives yeah teenage memories Woah oh oh oh oh Woah oh teenage memories Woah oh oh oh oh Woah oh teenage memories,Positive
2014,Let It Go,Idina Menzel,True,2013,"Alternative rock, Synth-pop, Alternative/Indie",snow glows white mountain tonight Not footprint seen kingdom isolation looks like queen wind howling like swirling storm inside Could not keep heaven knows tried not let not let see good girl always Conceal not feel not let know Well know Let go let go Cannot hold back anymore Let go let go Turn away slam door not care going say Let storm rage cold never bothered anyway funny distance makes everything seem small fears controlled cannot get time see test limits break No right no wrong no rules free Let go let go one wind sky Let go let go never see cry stand stay Let storm rage power flurries air ground soul spiraling frozen fractals around one thought crystallizes like icy blast never going back past past Let go let go rise like break dawn Let go let go perfect girl gone stand light day Let storm rage cold never bothered anyway,Positive
2014,Chandelier,Sia,True,2017,"R&B/Soul, Singer-Songwriter",Party girls not get hurt Cannot feel anything learn push push one good time call Phone's blowing ringing doorbell feel love feel love One two three one two three drink One two three one two three drink One two three one two three drink Throw back til lose count going swing chandelier chandelier going live like tomorrow not exist Like not exist going fly like bird night Feel tears dry going swing chandelier chandelier holding dear life not look not open eyes Keep glass full morning light holding tonight Help holding dear life not look not open eyes Keep glass full morning light holding tonight tonight Sun mess Got get got run comes shame comes shame One two three one two three drink One two three one two three drink One two three one two three drink Throw back til lose count going swing chandelier chandelier going live like tomorrow not exist Like not exist going fly like bird night Feel tears dry going swing chandelier chandelier holding dear life not look not open eyes Keep glass full morning light holding tonight Help holding dear life not look not open eyes Keep glass full morning light holding tonight tonight tonight holding tonight Oh holding tonight tonight tonight holding tonight holding tonight Oh holding tonight tonight tonight,Positive
2014,Love Never Felt So Good,Michael Jackson & Justin Timberlake,True,2014,"Disco, Soul music, Dance Pop",Baby love never felt good would doubt ever could Not like hold hold Oh baby love never felt fine would doubt never mine Not like hold hold night going fine Got fly got see cannot wait cannot take baby every time love life baby Tell really love life baby baby yes love never felt good Baby love never felt fine fine would doubt ever mine Not like hold hold Oh baby love never felt good would doubt ever could Not like hold hold night going fine Got fly got see cannot believe cannot take baby every time love life baby Tell really love life driving crazy Baby love never felt good Baby love never felt fine would doubt mine mine Not like hold hold Oh baby love never felt good good would doubt ever could Not like hold hold night going fine Got fly got see Cannot believe cannot take baby every time love life baby Tell really love life driving crazy baby love never felt good good Oh never felt good Never felt good not know never felt good Never felt good yeah yeah Alright fine,Positive
2014,Afire Love,Ed Sheeran,True,2014,"Disco, Soul music, Dance Pop","Things good yesterday devil took memory fell death today hope heaven resting place heard doctors put chest pain could medicine lying bed Either way cry rest father told ""Son not fault not know face not one Although grandma used say used sing Darling hold arms way last night lie inside little oh could look eyes sun comes wrapped light life love Put open lips mine slowly let shut designed together oh body next mine hearts beat one set alight afire love Love love things good yesterday devil took breath away left pain Black suit black tie standing rain family one Stapled together strangers friend Came mind paint pen Six years old remember father told ""Son not fault not know face not one Although grandma used say used sing Darling hold arms way last night lie inside little oh could look eyes sun comes wrapped light life love Put open lips mine slowly let shut designed together oh body next mine hearts beat one set alight afire love Love love See love love love love See love love love love See love love love love father family Rise seats sing hallelujah mother family Rise seats sing hallelujah brother family Rise seats sing hallelujah (And brothers sisters yeah ah father family Rise seats sing hallelujah love love love love love love love love love love love love",Positive
2014,Come With Me Now,KONGOS,True,2012,"Disco, Soul music, Dance Pop",Come Come Woah come going take Woah come going show Woah come going take Woah come going show Afraid lose control caught world wasted time wasted breath think thought death born without fear seems clear need move need fight need lose tonight Woah come going take Woah come going show think heart move head open mouth something read stood door told part knows growing old Confused thought something felt Confuse feel something real tried sell soul last night Funny would not even take bite Far away heard say come not delay heard say come Far away heard say come not delay heard say come Woah come going take Woah come going show Afraid lose control caught world wasted time wasted breath think thought death born without fear seems clear need move need fight need lose tonight Woah come Woah come going take Woah come,Negative
2014,My Eyes,Blake Shelton Featuring Gwen Sebastian,True,2013,"Disco, Soul music, Dance Pop",high heels sun dress Turquoise heart hanging around neck Red lips like wine want drink keep drinking til make drunk Tied hair want let let rest fall ground take beautiful man Cannot help look like Come little closer come little closer Come little closer girl way look tonight eyes thing not want take Come little closer come little closer Come little closer love way look tonight eyes thing not want take million stars dancing sky moon bright not care looking stand cannot beat view Come little closer come little closer Come little closer girl way look tonight eyes thing not want take Come little closer come little closer Come little closer love way look tonight eyes thing not want take eyes seen amazing things girl eyes not seen Nothing quite like hey baby Come little closer come little closer Come little closer girl way look tonight eyes thing not want take Come little closer come little closer Come little closer love way look tonight love way look tonight eyes thing not want take Come little closer come little closer Come little closer love way look tonight eyes thing not want take,Positive
2014,She Looks So Perfect,5 Seconds Of Summer,True,2014,"Pop rock, Pop-punk, Power pop, Pop",Hey hey hey hey Hey hey hey Hey hey hey hey Hey hey hey Simmer simmer say young amount anything else look around worked damn hard give not swim drown not move honey look perfect standing American Apparel underwear know lipstick stain work art got name tattooed arrow heart know Hey! Hey hey hey hey Hey hey hey Let us get let us get deadbeat town's keep us found alone thinking showed plane ticket shiny diamond ring name Would want run away really want look perfect standing American Apparel underwear know made straight got ripped skinny jeans lying floor know Hey! Hey hey hey hey Hey hey hey hey look perfect standing American Apparel underwear know lipstick stain work art got name tattooed arrow heart know Hey! Hey hey hey hey Hey hey hey hey Hey hey hey look perfect standing American Apparel underwear know lipstick stain work art got name tattooed arrow heart know,Positive
2014,Drunk On A Plane,Dierks Bentley,True,2014,"Pop rock, Pop-punk, Power pop, Pop",took two weeks vacation honeymoon couple tickets inclusive Cancun could not get money back seat 7A getting drunk plane bet fella aisle thought crazy taped picture setback right beside got empty mini bottles filling trays Hmm getting drunk plane Buyin' drinks everybody pilot party Got 737 rocking like G6 Stewardess something sexy Leanin' pouring Coke whiskey Told condition Got little flight attention Mardi Gras clouds high may never come try anything drown pain know getting drunk plane date marked calendar forever would take new wed limo airport ride together feel like plastic groom alone top cake hey getting drunk plane Buyin' drinks everybody pilot party Got 737 rocking like G6 Stewardess something sexy Leanin' pouring Coke whiskey Told condition Got little flight attention Mardi Gras clouds high may never come try anything drown pain know getting drunk plane way home bump seat right first class drink cheap champagne real glass land call tell kiss ass hey drunk plane Buyin' drinks everybody pilot party Got 737 rocking like G6 Stewardess something sexy Leanin' pouring Coke whiskey Told condition Got little flight attention Mardi Gras clouds high may never come try anything drown pain know getting drunk plane getting drunk plane might passed baggage claim hmm right drunk plane,Negative
2014,Timber,Pitbull Featuring Ke$ha,True,2013,"Alternative/Indie, R&B/Soul, Electropop, Dance/Electronic, MORE",going yelling timber better move better dance Let us make night not remember one not forget Ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh going Ooh-ooh Ooh-ooh-ooh-ooh-ooh-ooh going wood bigger harder fall dignity boy's dignity dog like Miley Cyrus clothes Twerking bras thongs Face booty way like slicker oil spill say not bet Swing partner around around End night going One shot another round End night going Swing partner around around End night going One shot another round End night going going yelling timber better move better dance Let us make night not remember one not forget going going yelling timber better move better move better dance better dance Let us make night not remember one not forget not forget Whoa-oh-oh Oh-oh going Whoa-oh-oh Oh-oh going wood Look sky bird plane Nah not damn thing changed Live hotels swing planes Blessed say money not thing Club jumping like LeBron Voli Order another round homie climb go Swing partner around around End night going One shot another round End night going Swing partner around around End night going One shot another round End night going going yelling timber better move better dance Let us make night not remember one not forget going going yelling timber better move better dance better dance Let us make night let us make night not remember one not forget not forget Whoa-oh-oh timber Oh-oh going Pitbull) Whoa-oh-oh timber oh Oh-oh going wood Whoa-oh-oh timber come Oh-oh going Whoa-oh-oh not forget Oh-oh,Positive
2014,Wake Me Up!,Avicii,True,2013,"Country music, House music, Dance/Electronic, Folktronica",Feeling way darkness Guided beating heart cannot tell journey end know start tell young understand say caught dream Well life pass not open eyes Well fine wake wiser older time finding not know lost wake wiser older time finding not know lost tried carrying weight world two hands Hope get chance travel world not plans Wish could stay forever young Not afraid close eyes Life's game made everyone love prize wake wiser older time finding not know lost wake wiser older time finding not know lost not know lost not know lost not know lost not know,Positive
2014,Pills N Potions,Nicki Minaj,True,2014,"Country music, House music, Dance/Electronic, Folktronica",Pills potions overdosing angry still love Pills potions overdosing Cannot stand still love still love still love still love still love still still love still love still love still love still love still love still love still love still love still still love still love still love still love still love Ayo could never make hate Even though not tasteful Even though looking ungrateful keep moving classy graceful told no friends game not learned yet bridges came not burn yet Niggas want respect nights not earned yet Self-righteous entitled swearing Bible love really no different rivals still not wish death reflect Pills potions overdosing angry still love Pills potions overdosing Cannot stand still love still love still love still love still love still still love still love still love still love still love still love still love still love still love still still love still love still love still love still love Yo people's love support beneficial forgive not forget dead issue Soon niggard lives start miss see good kind hard diss Niggas sick remember bad wished Niggas mad cannot come live lavish sped Benzy see envy causing frenzy pop pills Cop cribs hills Pills potions overdosing angry still love Pills potions overdosing Cannot stand still love still love still love still love still love still still love still love still love still love still love still love still love still love still love still still love still love still love still love still love get high memory get high memory get high memory due time fine due time still love still love still love still love still still love still love still love still love still love still love still love still love still love still still love still love still love still love still love,Positive
