Top100Year,SongTitle,Artist,LyricsStatus,Lyrics,ReleaseYear,Genre,Label
2014,Pompeii,Bastille,True,"Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
I was left to my own devices
Many days fell away with nothing to show
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills bringing darkness from above
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?
We were caught up and lost in all of our vices
In your pose as the dust settled around us
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills bringing darkness from above
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?
Eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Oh, where do we begin?
The rubble or our sins?
Oh, oh, where do we begin?
The rubble or our sins?
And the walls kept tumbling down in the city that we love
Grey clouds roll over the hills bringing darkness from above
But if you close your eyes
Does it almost feel like nothing changed at all?
And if you close your eyes
Does it almost feel like you've been here before?
How am I gonna be an optimist about this?
How am I gonna be an optimist about this?
If you close your eyes
Does it almost feel like nothing changed at all?
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu
Eh, eheu, eheu",2013,"Alternative rock, Synth-pop, Alternative/Indie",Positive
2014,"Where It's At (Yep, Yep)",Dustin Lynch,True,"It ain't in a high rise looking for a good time shutting down the city lights
It ain't in the water floating like a bobber soaking up that hot sunshine
As good as it gets, no that ain't where it is
It's at 2 am when she's reaching' over
Faded T-shirt hanging off her shoulder
Dressed up, hair down, in a ball cap
Yep Yep, as long as I get that
Sweet little something late night kiss
On a plane or a train or way back in the sticks
I swear, if she's there, that's where
Yep yep, that's where it's at
It ain't in a suped-up shiny red new truck, if she ain't to my right
It ain't in a dive bar, tall can of PBR, poppin' tops rockin all night
As good as it gets, no that ain't where it is
It's at 2 am when she's reaching' over
Faded T-shirt hanging off her shoulder
Dressed up, hair down, in a ball cap
Yep Yep, as long as I get that
Sweet little something late night kiss
On a plane or a train or way back in the sticks
I swear, if she's there, that's where
Yep yep, that's where it's at
No, it don't matter wherever we're at (no...)
No, it don't get no better than that
It ain't in a suped-up shiny red new truck, if she ain't to my right
It's at 2 am when she's reaching' over
Faded T-shirt hanging off her shoulder
Dressed up, hair down, in a ball cap
Yep Yep, as long as I get that
Sweet little something late night kiss
On a plane or a train or way back in the sticks
I swear, if she's there, that's where
Yep yep, that's where it's at
Yeah, that's where it's at
Yep, yep, (that's where it's at)
2 AM when she's reaching' over
Faded t-shirt hanging off her shoulder
(That's where it's at)",2014,"Dance Pop, Neo-Soul",Positive
2014,Really Don't Care,Demi Lovato Featuring Cher Lloyd,True,"You wanna play, you wanna stay, you wanna have it all
You started messin' with my head until I hit the wall
Maybe I should've known
Maybe I should've known
That you would walk, you would walk out the door, hey
Said we we're done and met someone and brought it in my face
Cut to the part, she broke you're heart, and then she ran away
I guess you should've known
I guess you should've known
That I would talk, I would talk
But even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Oh, oh, oh, I really don't care
I can't believe I ever stayed up writing songs about you
You don't deserve to know the way I used to think about you
Oh no, not anymore
Oh no, not anymore
You had your shot, had your shot, but you let go
Now if we meet out on the street I won't be running scared
I'll walk right up to you, and put one finger in the air
And make you understand
And make you understand
You had your chance, had your chance
But even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Oh, oh, oh, I really don't care
Yeah, listen up
Hey, hey, never look back
Dumb struct boy, ego intact
Look boy, why you so mad?
Second guessin', but should've hit that
Hey Demi, you picked the wrong lover
Should've picked that one, he's cuter than the other
I just wanna laugh 'cause you're tryna be a hipster
Kick em' to the curb, take a polaroid picture
But even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Even if the stars and moon collide
I never want you back into my life
You can take your words and all your lies
Oh, oh, oh, I really don't care
Oh, oh, oh, I really don't care",2015,"Dance/Electronic, Pop",Negative
2015,Energy,Drake,True,"Lickwood means ""rewind"" and gunshot means ""forward""
You requested it, so we rewind
Yeah, way, way, way up
Turn it all up, yeah, look
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of my energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
I got girls in real life tryna fuck up my day
Fuck goin' online, that ain't part of my day
I got real shit poppin' with my family too
I got niggas that can never leave Canada too
I got two mortgages, thirty million in total
I got niggas that'll still try fuckin' me over
I got rap niggas that I gotta act like I like
But my actin' days are over, fuck them niggas for life, yeah
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
I got people talkin' down, man, like I give a fuck
I bought this one a purse, I bought this one a truck
I bought this one a house, I bought this one a mall
I keep buyin' shit, just make sure you keep track of it all
I got bitches askin' me about the code for the Wi-Fi
So they can talk about they timeline
And show me pictures of they friends
Just to tell me they ain't really friends
Ex-girl, she the female version of me
I got strippers in my life, but they virgins to me
I hear everybody talkin' 'bout what they gon' be
I got high hopes for you niggas, we gon' see
I got money in the courts 'til all my niggas are free
'Bout to call your ass a Uber, I got somewhere to be
I hear fairy tales 'bout how they gon' run up on me
Well, run up when you see me, then, and we gon' see
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
Nah, fuck all of you niggas, I ain't finished
Y'all don't wanna hear me say it's a go
Y'all don't wanna see Win Win, 50 or Whoa
I got real ones livin' past Kennedy Road
I got real ones wit' me everywhere that I go
I'm tryna tell ya I got enemies, got a lot of enemies
Every time I see 'em, somethin' wrong with their memory
Tryna take it away from a nigga
So tired of savin' all these niggas, mayne
(Yeah, run 'em)
I got enemies, got a lot of enemies
Got a lot of people tryna drain me of this energy
They tryna take the wave from a nigga
Fuckin' with the kid and pray for your nigga
(I'm off this)",2014,"Soul music, Contemporary R&B, Pop",Negative
2015,Buy Me A Boat,Chris Janson,True,"I ain't rich, but I damn sure wanna be
Workin' like a dog all day ain't workin' for me
I wish I had a rich uncle that'd kick the bucket
And I was sittin' on a pile like Warren Buffett
I know everybody says money can't buy happiness
But it could buy me a boat
It could buy me a truck to pull it
It could buy me a Yeti 110 iced down with some silver bullets
Yeah, and I know what they say, money can't buy everything
Well, maybe so
But it could buy me a boat
They call me redneck, white trash and blue collar
But I could change all that if I had a couple million dollars
I keep hearing that money is the root of all evil
And you can't fit a camel through the eye of a needle
I'm sure that's probably true
But it still sounds pretty cool
'Cause it could buy me a boat
It could buy me a truck to pull it
It could buy me a Yeti 110 iced down with some silver bullets
Yeah, and I know what they say, money can't buy everything
Well, maybe so
But it could buy me a boat
To float down on the water with a beer
I hear the Powerball Lotto is sitting on a hundred mill...
Well, that would buy me a brand new rod and reel
And it could buy me a boat
It could buy me a truck to pull it
It could buy me a Yeti 110 iced down with some silver bullets
Yeah, and I know what they say, money can't buy everything
Well, maybe so
But it could buy me a boat
Yeah, and I know what they say, money can't buy everything
Well, maybe so
But it could buy me a boat
Yeah, it could buy me a boat",2019,"R&B/Soul, Pop",Positive
2015,Lean On,Major Lazer X DJ Snake Featuring MO,True,"Do you recall, not long ago
We would walk on the sidewalk?
Innocent, remember?
All we did was care for each other
But the night was warm
We were bold and young
All around, the wind blows
We would only hold on to let go
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
A-A-All we need is somebody to lean on
What will we do when we get old?
Will we walk down the same road?
Will you be there by my side?
Standin' strong as the waves roll over
When the nights are long
Longing for you to come home
All around, the wind blows
We would only hold on to let go
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
All we need is somebody to lean on (hey)
Blow a kiss, fire a gun
We need someone to lean on
Blow a kiss, fire a gun
A-A-All we need is somebody to lean on
All we need is somebody to lean on
(We need someone to lean on, hey)
(Hey, hey)
A-A-All we need is somebody to lean on
(Major Lazer, hey)
Oh, oh-oh
(Hey, hey, hey, hey)
(Hey, hey, hey, hey, hey)
Blow a kiss, fire a gun (hey, hey)
We need someone to lean on (hey, hey)
Blow a kiss, fire a gun (hey, hey)
All we need is somebody to lean on (hey, hey)
Blow a kiss, fire a gun (hey, hey)
We need someone to lean on (hey, hey)
Blow a kiss, fire a gun (hey, hey)
A-A-All we need is somebody to lean on (hey, hey)",2015,"Electronic music, Reggae, Moombahton, Children's Music, Bhangra, Dance/Electronic, Pop, Hip-Hop/Rap",Negative
2015,Like A Wrecking Ball,Eric Church,True,"I, I been gone, I been gone too long, singin' my songs, on the road
Another town, one more show, and I'm comin' home
Don't give a damn what these keys are for
I'm gonna knock down that front door, and
I'ma gonna find out what that house is made of
It's been too many nights since its felt us make love
I wanna rock some sheetrock, knock some pictures off the wall
Love you baby, like a wrecking ball
You, look at you, send me one more shot, sittin' on a bathroom sink
Damn you, really turn me on, paintin' your toenails pink
Easy baby before you say, but if I can make it just one more day, and
That old house is gonna be shakin'
I hope those bricks and boards can take it
But I won't be surprised if the whole damn place just falls
I'm gonna rock you baby, like a wrecking ball
And that old house is gonna be shaking
Rafter and rockin' foundation quaking
Crash out through the front door, back you up against the wall
Love you baby, take it right there baby
Rock you baby, like a wrecking ball",2014,"Alternative/Indie, Pop",Positive
2015,Style,Taylor Swift,True,"Midnight
You come and pick me up, no headlights
Long drive
Could end in burning flames or paradise
Fade into view, oh
It's been a while since I have even heard from you (heard from you)
And I should just tell you to leave 'cause I
Know exactly where it leads, but I
Watch us go 'round and 'round each time
You got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
So it goes
He can't keep his wild eyes on the road, mm
Takes me home
The lights are off, he's taking off his coat, mm, yeah
I say, ""I heard, oh
That you've been out and about with some other girl, some other girl""
He says, ""What you heard is true, but I
Can't stop thinkin' 'bout you and I""
I said, ""I've been there too a few times""
'Cause you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down, we come back every time
'Cause we never go out of style, we never go out of style
You got that long hair, slicked back, white T-shirt
And I got that good girl faith and a tight little skirt (a tight little skirt)
And when we go crashing down, we come back every time
'Cause we never go out of style (we never go), we never go out of style
Take me home
Just take me home
Yeah, just take me home
Oh, whoa, oh
(Out of style)
Oh, you got that James Dean daydream look in your eye
And I got that red lip classic thing that you like
And when we go crashing down (now we go), we come back every time
'Cause we never go out of style, we never go out of style",2014,"Pop music, Synth-pop",Positive
2015,B**** I'm Madonna,Madonna Featuring Nicki Minaj,True,"bit, bit, bit, bit, bit, bit, bit, bit, bit
(Ooh, ooh) bit, bit, bit, bit, bit, bit, bit, bit, bit
(You're gonna love this) bit, bit, bit, bit
(Ooh, ooh), bit, bit, bit, bit, bit
(You can't touch this) bit, bit, bit, bit
(Ooh, ooh), bit, bit, bit, bit, bit
('Cause I'm a bad bitch) bit, bit, bit, bit, bit
Bitch, I'm Madonna
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bi-bi-bi-bi-b-b-b-b
Bitch, I'm Madonna
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bitch, I'm Madonna
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Na-na-na-na-na
We go hard or we go home
We gon' do this all night long
We get freaky if you want
Bitch, I'm Madonna
Hold up, with my nose up, and that rose up in that thing-a
I'm froze up with my stove up 'cause he eating like it's his dinner
I run shit, I don't fall back 'cause I'm on track, I'm a sprinter
I'm bossed up, I got 'em awestruck, it's not a toss-up, I'm the winner
Beep-beep, bitch move, 'fore I bang-bang with that Uzi
That's Miu Miu on my shoes, ain't got a thing left for me to prove (uh)
It's that bottle service all night, it's that pop and urban just right
It's that ""go hard or go home"" zone, bitch
I'm Madonna, these hoes know
Bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bitch, I'm Madonna
Bit, bit, bit, bit, bit, bit, bit, bit
Bit, bit, bit, bit, bit, bit, bit, bit, bitch, I'm Madonna",2015,"Pop, German Pop, UK R&B",Negative
2015,Loving You Easy,Zac Brown Band,True,"Every morning when you come downstairs
Here's a mess, but I don't care
No makeup on and shining so bright
My old sweatshirt never fit so right
Dancing around to the radio
Humming the words that you don't know
'Cause I'm finding an angel off my list
Thinking that it don't get no better than this
You make loving you easy
You make loving you all I wanna do
Every little smile, every little touch
Reminds me how just how much it all makes
Loving you easy
Wrapped around me late at night
Pillow talk by candlelight
Gonna slow this down and make it last
The best things fly by so fast
You make loving you easy
You make loving you all I wanna do
Every little smile and every single touch
Reminds me how just how much it all makes
Oh, I wanna sing it again
You make loving you easy
You make loving you all I wanna do
Every little smile and every single touch
Reminds me how just how much it all makes
Loving you easy
Easy
Easy",2015,"R&B/Soul, Pop",Positive
2015,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",True,"Be my woman, girl
I'll be your man
Be my woman, girl
I'll be your man (yo)
Yes, I'll be your woman, yes, I'll be your, baby
Yes, I'll be whatever that you tell me when you're ready
Yes, I'll be your girl, forever your lady
You ain't ever gotta worry, I'm down for you, baby (uh)
Best believe that, when you need that
I'll provide that, you will always have it (ha-have it)
I'll be on deck, keep it in check
When you need that, I'ma let you have it
Beating my drum like, dum-di-di-day
I like the dirty rhythm you play
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma""
Banging the drum like, dum-di-di-day (hey)
I know you want it in the worst way
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma"" (hey)
Be my woman, girl
I'll be your man
Be my woman, girl
I'll be your man
Yes, I do the cooking, yes, I do the cleaning
Plus, I keep the na-na real sweet for your eating
Yes, you be the boss, and yes, I be respecting
Whatever that you tell me, 'cause it's game you be spitting, oh
Best believe that (oh-oh), when you need that (oh-oh)
I'll provide that, you will always have it (ha-have it)
I'll be on deck, keep it in check
When you need that, I'ma let you have it
Beating my drum like, dum-di-di-day
I like the dirty rhythm you play
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma"" (hey)
Banging the drum like, dum-di-di-day
I know you want it in the worst way
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma"" (hey)
Be my woman, girl
I'll be your man
Be my woman, girl
I'll be your man (yeah, yeah)
Whole crew got the juice, yo' d- game the truth
My screams is the proof, them other dudes get the deuce
When I speed in the coupe, leaving this interview
It ain't nothin' new, I been f- with you
None of them ain't n- taking you, just tell them to make a ""U""
Huh, that's how it be, I come first like debuts, huh
So, baby, when you need that
Give me the word, I'm no good, I'll be bad for my baby
make sure that he's getting his share
(So I) make sure that his baby take care
(So I) make sure I'm on my toes, on my knees
Keep him pleased, rub him down, be a lady and a freak, oh
Beating my drum like, dum-di-di-day
I like the dirty rhythm you play
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma"" (hey)
Banging the drum like dum-di-di-day
I know you want it in the worst way
I wanna hear you calling my name
Like, ""Hey, mama, mama, hey, mama, ma"" (hey)
Be my woman, girl
I'll be your man
Be my woman, girl
I'll be your man",2015,"Electro house, Alternative/Indie, EDM trap music, MORE",Positive
2015,B**** Better Have My Money,Rihanna,True,"Yayo, yayo
Mula-la
Yayo
Bitch better have my money
Y'all should know me well enough
Bitch better have my money
Please don't call me on my bluff
Pay me what you owe me
Ballin' bigger than LeBron
Bitch, give me your money
Who y'all think y'all frontin' on?
Like bra, bra, bra
Louis XIII, and it's all on me, nigga, you just bought a shot
Kamikaze, if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot
I call the shots, shots, shots
Like bra, bra, bra
Pay me what you owe me, don't act like you forgot
Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money
Turn up to Rihanna while the whole club fuckin' wasted
Every time I drop, I am the only thing y'all playin'
In a drop top, doin' hundred, y'all in my rearview mirror racin'
Where y'all at? Where y'all at? Where y'all at?
Like bra, bra, bra
Louis XIII, and it's all on me, nigga, you just bought a shot
Kamikaze, if you think that you gon' knock me off the top
Shit, your wife in the backseat of my brand new foreign car
Don't act like you forgot
I call the shots, shots, shots
Like bra, bra, bra
Pay me what you owe me, don't act like you forgot
Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money
Bitch better have my money
Pay me what you owe me
Bitch better have my (bitch better have my)
Bitch better have my (bitch better have my)
Bitch better have my money
Bitch better have my money
Bitch better have my money
Bitch, bitch, bitch better have my money
Yo, that bitch better have my money
Hold up
My money
Yo, my money
That bitch better have my money
Bitch better have my money",2014,"Spoken Word, Hip-Hop/Rap",Negative
2015,Fun,Pitbull Featuring Chris Brown,True,"Oh, feeling crazy
The moon is up, the night is hazy
Let's get lost in the shadows
Somewhere we can go
And no one else can find
Loosen up your body til' you come undone
Loosen up your body baby come undone
Loosen up your body til' you come undone
Loosen up your body baby come undone
Oh my my, looking like good-good time
Don't disguise
The way you wanna love tonight
Oh my my, hook you with a brand new high
Don't be shy, I just wanna live tonight
Live a little F.U.N, fun
Fresh from Monaco, preforming for Microsoft
Miami to L.A., G4, we takin' off
I'm a hard worker, I'm far from the boss
But when it's said and done, I'm owning it all
I know you think it's just rap
Just this, just that, haha, right
Nah baby, this my life
Wanna have fun for a night?
Then just
Loosen up your body baby til' you come undone
Loosen up your body baby come undone
Loosen up your body baby til' you come undone
Loosen up your body baby come undone
Oh my my, looking like good-good time
Don't disguise
The way you wanna love tonight
Oh my my, hook you with a brand new high
Don't be shy, I just wanna live tonight
Live a little F.U.N, fun
Co-headlining, on tour, with Enrique
Often casa gampo, who would've thought de que
Down in Key Largo, you know I'm on that sticky
Icky, icky, icky, icky
Don't do it much, but when I do, I'm gone
Don't take it all off, keep your heels and thong
Ah Mamì that turns me on
Now just listen to the song, and
Loosen up your body til' you come undone
Loosen up your body baby come undone
Loosen up your body til' you come undone
Loosen up your body baby come undone
Oh my my, looking like good good time
Don't disguise
The way you wanna love tonight
Oh my my, hook you with a brand new high
Don't be shy, I just wanna live tonight
Live a little F.U.N, fun
Come on Mamì, you know what it is
Come on baby, you know what it is
I wanna uh, let's go to the crib
And if you want, you can bring your friends
Come on Mamì, you know what it is
Come on baby, you know what it is
I wanna uh, let's go to the crib
And if you want, you can bring your friends
And we can F.U.N., fun
Loosen up your body til' you come undone (now remember baby)
Loosen up your body baby come undone (what happens in Miami never happened)
Loosen up your body til' you come undone
Loosen up your body baby come undone (F.U.N, fun)",2015,"R&B/Soul, Hip-Hop/Rap",Positive
2015,Girl Crush,Little Big Town,True,"I've got a girl crush
Hate to admit it but
I got a hard rush
It's slowin' down
I got it real bad
Want everything she has
That smile and that midnight laugh
She's givin' you now
I want to taste her lips
Yeah, 'cause they taste like you
I want to drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I've got a girl crush
I've got a girl crush
I don't get no sleep
I don't get no peace
Thinkin' about her
Under your bed sheets
The way that she's whisperin'
The way that she's pullin' you in
Lord knows I've tried
I can't get her off my mind
I want to taste her lips
Yeah, 'cause they taste like you
I want to drown myself
In a bottle of her perfume
I want her long blond hair
I want her magic touch
Yeah, 'cause maybe then
You'd want me just as much
I've got a girl crush
I've got a girl crush
Hate to admit it but
I got a heart rush
It ain't slowin' down",2014,"Spoken Word, Hip-Hop/Rap",Positive
2015,Blessings,Big Sean Featuring Drake,True,"Look
I feel blessed
Way up, I feel blessed
Way up, I feel blessed
Straight up
Look, I live the life I deserve, blessed
Fuck a vacay, I feel better at work
I mean, whatever it's worth, I give whatever I'm worth
For my niggas who gon' go to Hell and back for me
I'ma give 'em Heaven on Earth
Or a hell of a check, yeah, whichever come first
Blessin's on blessin's on blessin's
Look at my life, man, that's lessons on lessons on lessons
I treat the beat like it's a reverend
I tell the truth like father, forgive me, these are all my confessions
Man, this wasn't luck, it was destined
I done lost homies who been with me since Ed, Edd n Eddy
Who flip like confetti
And then when you back, they back to call you ""dog""
That shit get-get petty, bitch, don't give no dap to me, nigga
Funny thin' about talkin' behind my back
Is that it just keep comin' back to me, nigga
Was off for a sec, now it's back to me, nigga, you mad at me
This ain't what I want, man, this what it had to be
This is that late night workin' after three, man
This is why my old girl was mad at me
This why I'm your majesty, man
The clique is the tightest, the pussy the tightest
The drinks are the coldest, the future the brightest
The feat not divided, the love is divided
And I just gotta thank God that we got it
Blessed
I don't know what I would do without it
Crew look like we robbed a bank, but all we make is deposits
Your prophet will profit, oh God
I'm here for a good time, not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up, I feel blessed
Way up, I feel blessed (straight up)
I'm way up, I feel blessed (straight up, straight up)
Way up, I feel blessed
Look, I ain't gon' say that we back or nothin'
'Cause that implies that we're back from somethin'
If we're back from somethin' there's some checks you owe us
I expect that payment, nothin' less or over
I don't need them favors that you ask me for
I could give two fucks 'bout where the Grammys go
I just gave out Grammys on my Instagram
Them OVO boys, the business man
It is what it is, trust me, you get what you give, yeah
You gotta come to my side and see how we live, yeah
I cannot see Heaven bein' much better than this, yeah
Blessin's on blessin's for me and my niggas from the 6
Look at what we did, yeah
Be quiet, I'm doin' a toast
For niggas that don't really do shit, I swear, y'all be doin' the most
Stop worryin' 'bout whoever's next
I am just worried 'bout my mama worryin' less
I think I'm famous enough, I don't need any more press
I am convinced I'm the only one left
That's still doin' this shit, man
I'm here for a good time, not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up, I feel blessed
Way up, I feel blessed (straight up)
I'm way up, I feel blessed (straight up, straight up)
Way up, I feel blessed
My grandma just died, I'm the man of the house
So every mornin' I'm up 'cause I can't let them down, down
Always down for the cause, never down for the count
I guess when your stars align
You do like the solar system and plan it out
So I'm goin' over time, on the overtime
Yeah, I'm that invested, but you can't attest it
Million dollar goals, managed to manifest it
The family never goin' anorexic
I pay my own mortgage and electric
Never goin' under even with anesthetics
At the top of the rap game and progressin'
Check after check, checkin' off my check list
Try and blow my cake, just know that's a death wish
No mistakes in life ever, it's only lessons
Shit feel like Shaq and Penny got back together
You tore the game apart, who put it back together? I
I'm here for a good time, not a long time, you know I
I haven't had a good time in a long time, you know I
I'm way up, I feel blessed
Way up, I feel blessed (straight up)
I'm way up, I feel blessed (straight up, straight up)
Way up, I feel blessed
Since the truth keep niggas traumatized
They tryna compromise my condom size
So I Snapchat that whole shit
Tryna see titties, tryna show dick
And I swear to God I hope they post it
I'm blessed
Even though I get slammed with lawsuits like car doors
See three P.O.'s like Star Wars
They want me by the road holdin' up cardboard
So I go extra hard on the hard floor
Right now, I'm callin' you from my home gym
Right after that, nigga, I'm gon' swim
Just did a couple laps in my home pool
And my daughter right there gettin' home-schooled
I'm blessed
And I was thinkin' 'bout startin' up my own school
A Montessori
And the hallway lookin' like a monastery, oh yes
I'm way up, I feel blessed",2015,"Alternative/Indie, Pop",Positive
2015,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,True,"Let's Marvin Gaye and get it on
You got the healin' that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
We got this king-size to ourselves
Don't have to share with no one else
Don't keep your secrets to yourself
It's Kama Sutra show and tell, yeah
Whoa-oh-oh-oh, there's lovin' in your eyes that pulls me closer
(Oh, it pulls me closer)
It's so subtle (it's so subtle), I'm in trouble (I'm in trouble)
But I love to be in trouble with you
Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
And when you leave me all alone
I'm like a stray without a home
I'm like a dog without a bone
I just want you for my own
I got to have you, babe
Whoa-oh-oh-oh, there's lovin' in your eyes that pulls me closer
(Oh, it pulls me closer)
It's so subtle (it's so subtle), I'm in trouble (I'm in trouble)
But I'd rather be in trouble with you
Let's Marvin Gaye and get it on
Ooh, baby, I got that healing that you want, yeah
Like they say it in the songs
Until the dawn, let's Marvin Gaye and get it on
Let's Marvin Gaye and get it on
You got the healing that I want
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, babe
You've got to give it up to me
I'm screaming, ""Mercy, mercy, please!""
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on
Just like they say it in the song
Until the dawn, let's Marvin Gaye and get it on, ooh",2016,"Dance/Electronic, Pop, Hip-Hop/Rap, Christian",Positive
2015,Where Are U Now,Skrillex & Diplo With Justin Bieber,True,"I need you, I need you, I need you, I need you, I need you
I need you, I need you, I need you, I need you, I need you
I need you the most
I gave you the key when the door wasn't open
Just admit it
See, I gave you faith, turned your doubt into hoping, can't deny it
Now I'm all alone and my joys turned to moping
Tell me here, where are you now that I need ya?
Where are you now? (where are you now?)
Where are you now that I need ya?
Couldn't find you anywhere
When you broke down I didn't leave ya
I was by your side
So where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?
I gave you attention when nobody else was payin', hm
I gave you the shirt off my back whatchu sayin'
To keep you warm
I showed you the game everybody else was playin', that's for sure
And I was on my knees when nobody else was prayin', oh Lord
Where are you now that I need ya?
Where are you now that I need ya?
I need you, I need you, I need you, I need you, I need you, (Where are you now that I need ya?)
I need you, I need you, I need you, I need you, I need you
I need you the most
Where are you now that I need ya?
Where are you now that I need ya?
Where are you now that I need ya?
I need you the most
I need you the most
I need you the most",2015,"Pop rock, Country pop, Pop",Positive
